s.no,name,price
775,Vivo Y19 price,"Rs. 31,999"
776,Huawei Y9 2019 price,"Rs. 31,999"
777,Oppo A7 price,"Rs. 31,999"
778,Xiaomi Redmi Note 5 Pro price,"Rs. 31,999"
779,Vivo Y95 price,"Rs. 31,999"
780,LG Nexus 5X price,"Rs. 31,799"
781,LG G4 price,"Rs. 31,799"
782,Meizu MX6 price,"Rs. 31,500"
783,Apple iphone SE price,"Rs. 31,500"
784,Lenovo K5 Note price,"Rs. 31,499"
785,Samsung Galaxy A20s price,"Rs. 30,999"
786,Samsung Galaxy J6 Plus price,"Rs. 30,999"
787,LG V20 price,"Rs. 30,999"
788,Lenovo Vibe X2 price,"Rs. 30,600"
789,LG W30 Pro price,"Rs. 30,470"
790,Huawei ShotX price,"Rs. 30,000"
791,Vivo V9 price,"Rs. 29,999"
792,Xiaomi Redmi Note 8 price,"Rs. 29,999"
793,Samsung Galaxy J5 Pro price,"Rs. 29,999"
794,Meizu M6 Note price,"Rs. 29,999"
795,Oppo A5 price,"Rs. 29,999"
796,Motorola Moto One Macro price,"Rs. 29,999"
797,Infinix Zero 5 price,"Rs. 29,999"
798,Honor 7X 4GB price,"Rs. 29,999"
799,Oppo A5s 4GB price,"Rs. 29,999"
800,Xiaomi Mi A1 price,"Rs. 29,900"
801,Haier Esteem V4 price,"Rs. 29,900"
802,Lenovo A7010 price,"Rs. 29,900"
803,Nokia 7 Plus price,"Rs. 29,900"
804,Samsung Galaxy J7 Prime price,"Rs. 28,999"
805,LG Q6 price,"Rs. 28,999"
806,Tecno Camon X Pro price,"Rs. 28,999"
807,Huawei Y7 Prime 2019 SE price,"Rs. 28,999"
808,Xiaomi Redmi S2 4GB price,"Rs. 28,999"
809,Samsung Galaxy J7 Pro 32GB price,"Rs. 28,999"
810,Xiaomi Mi Max 2 price,"Rs. 28,999"
811,Nokia 6.1 Plus price,"Rs. 28,799"
812,Alcatel Idol 4 price,"Rs. 28,750"
813,Huawei MediaPad T3 10 price,"Rs. 28,699"
814,Samsung Galaxy A20 price,"Rs. 28,500"
815,Honor 10 Lite price,"Rs. 28,499"
816,Motorola Moto G5S Plus price,"Rs. 28,000"
817,Xiaomi Redmi Note 7 price,"Rs. 27,999"
818,Samsung Galaxy J6 price,"Rs. 27,999"
819,Realme 5 128GB price,"Rs. 27,999"
820,Oppo A5 2020 64GB price,"Rs. 27,999"
821,Infinix S5 6GB price,"Rs. 27,999"
822,Xiaomi Redmi Note 6 Pro price,"Rs. 27,999"
823,Sony Xperia L2 price,"Rs. 27,999"
824,Vivo Y15 price,"Rs. 27,999"
825,Nokia 6 2018 price,"Rs. 27,800"
826,Huawei Y7 Prime 2019 price,"Rs. 27,699"
827,QMobile Noir E8 price,"Rs. 27,500"
828,Huawei Y9 2018 price,"Rs. 27,499"
829,HTC One Mini price,"Rs. 27,499"
830,LG W10 price,"Rs. 27,085"
831,Motorola Moto E5 Plus price,"Rs. 27,000"
832,HTC One Mini 2 price,"Rs. 26,999"
833,Oppo F7 Youth price,"Rs. 26,999"
834,Samsung Galaxy J7 2016 price,"Rs. 26,999"
835,Xiaomi Redmi 5 Plus 4GB price,"Rs. 26,900"
836,HTC One A9s price,"Rs. 26,900"
837,Lenovo S90 price,"Rs. 26,900"
838,LG G Flex price,"Rs. 26,500"
839,Huawei Honor 6x price,"Rs. 26,500"
840,HTC Desire 728 price,"Rs. 26,500"
841,Infinix Zero 4 Plus price,"Rs. 26,499"
842,Infinix Note 4 Pro price,"Rs. 26,400"
843,Lenovo Vibe S1 Lite price,"Rs. 26,000"
844,Xiaomi Redmi 7 price,"Rs. 25,999"
845,Realme 5 price,"Rs. 25,999"
846,Infinix S4 6GB price,"Rs. 25,999"
847,Oppo A83 4GB price,"Rs. 25,999"
848,Huawei Honor 7X price,"Rs. 25,999"
849,Infinix Hot S3 4GB price,"Rs. 25,999"
850,Lenovo K6 Note price,"Rs. 25,900"
851,HTC U Play price,"Rs. 25,800"
852,Apple iphone 5S 16GB price,"Rs. 25,799"
853,Sony Xperia M5 price,"Rs. 25,500"
854,Motorola Moto M price,"Rs. 25,400"
855,Honor 7X price,"Rs. 24,999"
856,Vivo Y91 price,"Rs. 24,999"
857,Oppo A3s 3GB price,"Rs. 24,999"
858,Tecno Phantom 6 price,"Rs. 24,999"
859,Xiaomi Redmi 6 4GB price,"Rs. 24,999"
860,Realme 3 4GB price,"Rs. 24,999"
861,Motorola Moto E6 price,"Rs. 24,999"
862,BlackBerry Aurora price,"Rs. 24,999"
863,Vivo Y12 price,"Rs. 24,999"
864,HTC Desire 10 Pro price,"Rs. 24,899"
865,Alcatel Idol 3 price,"Rs. 24,500"
866,Meizu M6T price,"Rs. 24,000"
867,Xiaomi Mi Max price,"Rs. 24,000"
868,HTC Desire 820 price,"Rs. 24,000"
869,Lenovo Zuk Z1 price,"Rs. 23,999"
870,Xiaomi Redmi 8 price,"Rs. 23,999"
871,Infinix Hot S3X 4GB price,"Rs. 23,999"
872,Infinix Hot S5 price,"Rs. 23,999"
873,Realme 5 3GB price,"Rs. 23,999"
874,Honor 8C price,"Rs. 23,999"
875,Huawei P Smart price,"Rs. 23,999"
876,Sony Xperia XA1 price,"Rs. 23,999"
877,LG W30 price,"Rs. 23,699"
878,Haier Esteem i90 price,"Rs. 23,500"
879,Nokia 3.2 64GB price,"Rs. 23,500"
880,Huawei Honor 8 Lite price,"Rs. 23,500"
881,Infinix S4 price,"Rs. 23,500"
882,HTC 10 Lifestyle price,"Rs. 23,499"
883,Samsung Galaxy J4 Plus price,"Rs. 23,499"
884,Honor 9 Lite price,"Rs. 23,299"
885,Huawei Honor 9 Lite price,"Rs. 23,299"
886,Huawei Y7 Prime price,"Rs. 22,999"
887,Xiaomi Mi A2 Lite price,"Rs. 22,999"
888,Realme 3 price,"Rs. 22,999"
889,Oppo A5s price,"Rs. 22,999"
890,Vivo Y11 price,"Rs. 22,999"
891,Vivo Y93 price,"Rs. 22,999"
892,Samsung Galaxy J7 Core 3GB price,"Rs. 22,999"
893,Nokia 5.1 Plus price,"Rs. 22,899"
894,Lenovo S60 price,"Rs. 22,700"
895,QMobile Noir Z14 price,"Rs. 22,500"
896,Tecno Camon i4 4GB price,"Rs. 22,500"
897,Lenovo P70 price,"Rs. 22,500"
898,Motorola Moto E5 price,"Rs. 22,500"
899,Samsung Galaxy A10s price,"Rs. 22,500"
900,Nokia 3.2 32GB price,"Rs. 22,499"
901,Huawei Y7 Prime 2018 price,"Rs. 22,499"
902,Sony Xperia XA price,"Rs. 22,499"
903,Xiaomi Redmi S2 price,"Rs. 22,499"
904,Samsung Galaxy J5 2016 price,"Rs. 22,499"
905,Oppo A83 price,"Rs. 22,000"
906,Samsung Galaxy A10 price,"Rs. 21,999"
907,Xiaomi Redmi 6 price,"Rs. 21,999"
908,Realme C2 64GB price,"Rs. 21,999"
909,QMobile Noir A1 price,"Rs. 21,500"
910,LG Stylus 3 price,"Rs. 21,500"
911,Nokia 3.1 price,"Rs. 21,249"
912,Xiaomi Redmi 5 Plus price,"Rs. 21,000"
913,Tecno Camon X price,"Rs. 20,999"
914,Tecno Camon CX price,"Rs. 20,999"
915,Infinix S5 Lite price,"Rs. 20,999"
916,Infinix Note 3 4G price,"Rs. 20,599"
917,Xiaomi Redmi 5 3GB price,"Rs. 20,500"
918,QMobile Noir Z12 price,"Rs. 20,500"
919,iNew L3 price,"Rs. 20,500"
920,QMobile Noir M6 price,"Rs. 20,500"
921,Honor 8A price,"Rs. 19,999"
922,Vivo Y71 price,"Rs. 19,999"
923,Oppo A5s 2GB price,"Rs. 19,999"
924,Realme C2 3GB 32GB price,"Rs. 19,999"
925,Tecno Camon i4 price,"Rs. 19,999"
926,Alcatel X1 price,"Rs. 19,999"
927,Huawei Y5 2019 price,"Rs. 19,999"
928,LG G4 Stylus price,"Rs. 19,999"
929,Tecno Camon I price,"Rs. 19,999"
930,Samsung Galaxy J4 price,"Rs. 19,999"
931,Infinix Hot 7 Pro price,"Rs. 19,999"
932,Motorola Moto E4 Plus price,"Rs. 19,999"
933,Nokia 6 price,"Rs. 19,990"
934,Lenovo A7000 Plus price,"Rs. 19,900"
935,Oppo A71 price,"Rs. 19,899"
936,Nokia 3.1 Plus price,"Rs. 19,899"
937,LG G2 price,"Rs. 19,850"
938,Infinix Hot S3X price,"Rs. 19,600"
939,Meizu M3 Note price,"Rs. 19,500"
940,QMobile Noir Z9 Plus price,"Rs. 19,500"
941,HTC Desire 626 price,"Rs. 19,500"
942,Lenovo Vibe K5 Plus price,"Rs. 19,500"
943,Infinix Smart 2 32GB price,"Rs. 19,500"
944,Huawei Y6 LTE price,"Rs. 19,500"
945,QMobile Noir Z9 price,"Rs. 19,500"
946,Tecno Camon 12 Air price,"Rs. 19,499"
947,Infinix Zero 4 price,"Rs. 19,499"
948,Huawei Y6II price,"Rs. 18,999"
949,Honor 7C price,"Rs. 18,999"
950,Lenovo K5 Play price,"Rs. 18,999"
951,Samsung Galaxy J5 Prime price,"Rs. 18,999"
952,Huawei Y6 Prime 2019 price,"Rs. 18,999"
953,Infinix Note 4 price,"Rs. 18,999"
954,Samsung Galaxy J7 Core price,"Rs. 18,999"
955,Xiaomi Redmi Note 5A Prime price,"Rs. 18,999"
956,Oppo A3s price,"Rs. 18,999"
957,Xiaomi Redmi Note 4 price,"Rs. 18,999"
958,Infinix Hot 8 4GB price,"Rs. 18,999"
959,Xiaomi Redmi 6A 32GB price,"Rs. 18,999"
960,Oppo A1K price,"Rs. 18,999"
961,Infinix Hot 6 Pro 3GB price,"Rs. 18,999"
962,Infinix Hot S3 price,"Rs. 18,999"
963,Huawei Honor 7C price,"Rs. 18,999"
964,Xiaomi Redmi 4X price,"Rs. 18,900"
965,QMobile Phantom P1 Pro price,"Rs. 18,500"
966,Samsung Galaxy J4 Core price,"Rs. 18,499"
967,LG K10 2017 price,"Rs. 18,299"
968,Vivo Y91c price,"Rs. 17,999"
969,Xiaomi Redmi 6A price,"Rs. 17,999"
970,Lenovo A7000 price,"Rs. 17,999"
971,Meizu M6 price,"Rs. 17,999"
972,Oppo A37 price,"Rs. 17,999"
973,QMobile QInfinity Prime price,"Rs. 17,999"
974,Oppo A71 2018 price,"Rs. 17,999"
975,QMobile Noir Z8 Plus price,"Rs. 17,990"
976,Lenovo Vibe P1m price,"Rs. 17,900"
977,Samsung Galaxy Grand Prime Plus price,"Rs. 17,700"
978,Nokia 2.2 price,"Rs. 17,700"
979,Tecno Camon I Air price,"Rs. 17,699"
980,Nokia 5 price,"Rs. 17,650"
981,QMobile Noir Z12 Pro price,"Rs. 17,500"
982,QMobile Noir A1 Lite price,"Rs. 17,500"
983,Xiaomi Redmi 5 price,"Rs. 17,499"
984,Honor 5C Pro price,"Rs. 17,299"
985,Lenovo A606 price,"Rs. 17,000"
986,Vivo Y90 price,"Rs. 16,999"
987,Realme C1 price,"Rs. 16,999"
988,Infinix Hot 8 price,"Rs. 16,999"
989,QMobile Phantom P1 price,"Rs. 16,999"
990,Realme C2 32GB price,"Rs. 16,999"
991,QMobile Q Infinity price,"Rs. 16,999"
992,Tecno Camon iSky 3 price,"Rs. 16,999"
993,Samsung Galaxy Grand Prime Pro price,"Rs. 16,999"
994,Lenovo K6 price,"Rs. 16,900"
995,Xiaomi Redmi Note 5A price,"Rs. 16,900"
996,QMobile Noir X1S price,"Rs. 16,500"
997,QMobile Noir CS1 Plus price,"Rs. 16,500"
998,QMobile Noir Z10 White price,"Rs. 16,500"
999,Rivo Phantom PZ20 price,"Rs. 16,500"
1000,QMobile Noir Z10 price,"Rs. 16,500"
1001,Sony Xperia L1 price,"Rs. 16,500"
1002,Nokia 3.2 price,"Rs. 16,499"
1003,Infinix Hot 4 Pro price,"Rs. 16,400"
1004,Nokia 3 price,"Rs. 16,400"
1005,Infinix Hot 6 Pro price,"Rs. 16,000"
1006,QMobile Noir LT750 price,"Rs. 16,000"
1007,QMobile King Kong Max price,"Rs. 16,000"
1008,LG G4 Beat price,"Rs. 15,999"
1009,Huawei Y5 Prime 2018 price,"Rs. 15,999"
1010,Tecno Camon iSky 2 price,"Rs. 15,999"
1011,Xiaomi Redmi 8A price,"Rs. 15,999"
1012,QMobile Noir J7 price,"Rs. 15,999"
1013,Infinix Note 2 price,"Rs. 15,999"
1014,Tecno Spark 4 price,"Rs. 15,999"
1015,Honor 8S price,"Rs. 15,999"
1016,Realme C2 price,"Rs. 15,999"
1017,Infinix Smart 3 Plus price,"Rs. 15,999"
1018,Infinix S2 Pro price,"Rs. 15,999"
1019,Tecno Camon CX Air price,"Rs. 15,990"
1020,Haier Esteem L50 price,"Rs. 15,990"
1021,Honor 7A price,"Rs. 15,799"
1022,Huawei Y5 Lite price,"Rs. 15,500"
1023,Xiaomi Redmi 5A HD price,"Rs. 15,500"
1024,Lenovo K320T price,"Rs. 15,500"
1025,QMobile Noir LT700 Pro price,"Rs. 15,500"
1026,Infinix S2 price,"Rs. 15,499"
1027,Haier Leisure L55s price,"Rs. 15,499"
1028,Infinix Smart 4 price,"Rs. 15,499"
1029,Infinix Hot 3 Pro price,"Rs. 15,200"
1030,Meizu M5 price,"Rs. 15,100"
1031,QMobile Noir E3 Dual price,"Rs. 15,000"
1032,Lenovo A6010 price,"Rs. 14,999"
1033,Honor 7S price,"Rs. 14,999"
1034,Tecno WX4 Pro price,"Rs. 14,999"
1035,Samsung Galaxy A2 Core price,"Rs. 14,999"
1036,Tecno Spark Pro price,"Rs. 14,999"
1037,Motorola Moto E4 price,"Rs. 14,999"
1038,Infinix Hot S price,"Rs. 14,899"
1039,QMobile QInfinity Cinema price,"Rs. 14,500"
1040,QMobile Noir A3 price,"Rs. 14,500"
1041,Xiaomi Redmi 4A price,"Rs. 14,500"
1042,QMobile Noir J7 Pro price,"Rs. 14,499"
1043,Meizu C9 price,"Rs. 14,000"
1044,QMobile Noir E2 price,"Rs. 14,000"
1045,QMobile Noir M6 Lite price,"Rs. 14,000"
1046,LG X Screen price,"Rs. 13,999"
1047,QMobile CS1 price,"Rs. 13,999"
1048,Lenovo C2 Power price,"Rs. 13,999"
1049,Tecno Camon iACE2 price,"Rs. 13,999"
1050,Alcatel Pop 4S price,"Rs. 13,999"
1051,Motorola Moto C Plus price,"Rs. 13,999"
1052,Lenovo A6000 price,"Rs. 13,900"
1053,Alcatel Tablet Pixi4 LTE price,"Rs. 13,900"
1054,QMobile Noir LT700 3GB price,"Rs. 13,750"
1055,Alcatel Pop Star 4G price,"Rs. 13,750"
1056,Alcatel Pop 4 price,"Rs. 13,700"
1057,Huawei Y6 price,"Rs. 13,500"
1058,General Mobile 4G price,"Rs. 13,499"
1059,Telenor Infinity A price,"Rs. 13,000"
1060,Alcatel Pop Up price,"Rs. 12,999"
1061,QMobile Noir S15 price,"Rs. 12,999"
1062,QMobile Noir E1 price,"Rs. 12,750"
1063,Infinix Hot 4 LTE price,"Rs. 12,600"
1064,QMobile Fire price,"Rs. 12,500"
1065,QMobile Noir Z8 price,"Rs. 12,500"
1066,QMobile Noir LT680 price,"Rs. 12,500"
1067,QMobile S9 price,"Rs. 12,500"
1068,Tecno Spark Go price,"Rs. 12,499"
1069,Nokia 2.1 price,"Rs. 12,450"
1070,QMobile Noir LT700 price,"Rs. 12,200"
1071,QMobile Noir S8 Plus price,"Rs. 12,000"
1072,QMobile QInfinity E price,"Rs. 12,000"
1073,Infinix Smart 3 price,"Rs. 11,999"
1074,Infinix Smart 2 price,"Rs. 11,999"
1075,QMobile QTAB V500 price,"Rs. 11,999"
1076,Nokia 2 price,"Rs. 11,920"
1077,Xiaomi Redmi Go price,"Rs. 11,699"
1078,QMobile QSmart Hot Pro 2 price,"Rs. 11,499"
1079,Nokia 1 Plus price,"Rs. 11,450"
1080,Zong Z1 price,"Rs. 10,999"
1081,QMobile QInfinity E Lite price,"Rs. 10,999"
1082,QMobile Noir A6 price,"Rs. 10,999"
1083,Infinix S4 16GB price,"Rs. 10,999"
1084,Infinix Smart 2 HD price,"Rs. 10,999"
1085,Telenor Infinity E2 price,"Rs. 10,900"
1086,LG K8 2017 price,"Rs. 10,700"
1087,Haier Ginger G55 price,"Rs. 10,499"
1088,LG X power price,"Rs. 10,250"
1089,Alcatel Pixi 4 6 price,"Rs. 10,000"
1090,QMobile Noir J5 price,"Rs. 9,999"
1091,Alcatel Pop 4 PLus price,"Rs. 9,999"
1092,QMobile QInfinity D price,"Rs. 9,999"
1093,Telenor Infinity E3 price,"Rs. 9,900"
1094,Lenovo Vibe B price,"Rs. 9,500"
1095,Telenor Infinity E price,"Rs. 9,500"
1096,QMobile Noir J2 price,"Rs. 9,500"
1097,Telenor Infinity A2 price,"Rs. 9,499"
1098,QMobile QSmart LT950 price,"Rs. 9,499"
1099,Nokia 1 price,"Rs. 9,499"
1100,Telenor Infinity i5 price,"Rs. 9,000"
1101,Lenovo Vibe C price,"Rs. 8,999"
1102,GFive 4G LTE 3 price,"Rs. 8,999"
1103,QMobile QSmart LT900 price,"Rs. 8,999"
1104,QMobile Noir LT500 Pro price,"Rs. 8,500"
1105,QMobile Noir J1 price,"Rs. 8,500"
1106,QMobile QInfinity C price,"Rs. 8,499"
1107,QMobile Noir LT600 Pro price,"Rs. 8,450"
1108,QMobile QSmart LT200 price,"Rs. 7,999"
1109,QMobile Noir LT550 price,"Rs. 7,999"
1110,Tecno Pop 2F price,"Rs. 7,999"
1111,Rivo Phantom PZ4 price,"Rs. 7,950"
1112,Telenor Infinity I price,"Rs. 7,500"
1113,QMobile Noir LT300 price,"Rs. 7,250"
1114,Nokia 8110 4G price,"Rs. 7,150"
1115,QMobile Noir LT100 price,"Rs. 6,999"
1116,Lenovo A2010 price,"Rs. 6,500"
1117,GFive 4G LTE 2 price,"Rs. 5,499"
1118,Apple iphone 5se price,N/A
1119,Samsung Galaxy Note 5 price,N/A
1120,Samsung Galaxy A5 2017 price,N/A
1121,Oppo F7 price,N/A
1122,Huawei P9 Lite price,N/A
1123,Samsung Galaxy A7 2017 price,N/A
1124,Huawei Y6 Prime 2018 price,N/A
1125,Vivo V9 Youth price,N/A
1126,Motorola Moto E3 Power price,N/A
1127,Oppo F7 128GB price,N/A
1128,Huawei Mate 10 price,N/A
1129,Huawei P10 price,N/A
1130,Motorola Moto G5 Plus price,N/A
1131,Apple iphone 7s price,N/A
1132,Oppo F9 price,N/A
1133,Oppo F9 6GB price,N/A
1134,Oppo F5 6GB price,N/A
1135,Lenovo A3690 price,N/A
1136,Motorola Moto X Force price,N/A
1137,Samsung Galaxy S8 price,N/A
1138,Apple iPhone 9 price,N/A
1139,Samsung Galaxy A8 Plus 2018 price,N/A
1140,Samsung Galaxy Fold,"Expected Price Rs. 299,999"
1141,Samsung Galaxy Note 10 5G,"Expected Price Rs. 189,999"
1142,Samsung Galaxy S11 Plus,"Expected Price Rs. 184,999"
1143,Samsung Galaxy S11,"Expected Price Rs. 169,999"
1144,Samsung Galaxy S11e,"Expected Price Rs. 144,999"
1145,Samsung Galaxy S10 Lite,"Expected Price Rs. 132,999"
